,Date,market,metal,currency,type,summary,price
4173,05/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1690.25
4174,06/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1712.28
4175,07/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1715.99
4178,10/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1734.8
4179,11/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1731.73
4180,12/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1722.28
4181,13/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1723.25
4182,14/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1726.28
4185,17/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1722.49
4186,18/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1732.93
4187,19/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1735.88
4188,20/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1752.9
4189,21/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1770.0
4192,24/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1785.8
4193,25/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1799.05
4194,26/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1803.68
4195,27/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1799.67
4196,28/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1813.16
4199,31/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1813.12
4200,01/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1810.77
4201,02/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1832.08
4202,03/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1863.12
4203,04/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1850.47
4206,07/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1806.87
4207,08/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1800.88
4208,09/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1795.69
4209,10/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1803.73
4210,11/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1790.74
4213,14/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1795.38
4214,15/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1791.77
4215,16/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1789.97
4216,17/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1803.2
4217,18/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1793.62
4220,21/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1787.52
4221,22/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1797.67
4222,23/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1800.21
4223,24/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1800.15
4224,25/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1804.84
4227,28/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1808.45
4228,29/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1821.86
4229,30/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1828.88
4230,31/01/19,Perth Mint Spot,Gold,AUD,Bid,High,1817.09
4231,01/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1817.72
4234,04/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1814.71
4235,05/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1819.11
4236,06/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1841.7
4237,07/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1836.16
4238,08/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1851.22
4241,11/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1846.36
4242,12/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1848.82
4243,13/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1843.71
4244,14/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1840.02
4245,15/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1851.42
4248,18/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1848.11
4249,19/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1862.95
4250,20/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1874.4
4251,21/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1881.91
4252,22/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1867.19
4255,25/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1862.51
4256,26/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1853.76
4257,27/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1847.9
4258,28/02/19,Perth Mint Spot,Gold,AUD,Bid,High,1849.17
4259,01/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1848.6
4262,04/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1827.15
4263,05/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1817.46
4264,06/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1829.87
4265,07/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1826.65
4266,08/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1842.19
4269,11/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1843.64
4270,12/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1831.2
4271,13/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1846.32
4272,14/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1844.89
4273,15/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1834.1
4276,18/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1832.38
4277,19/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1836.68
4278,20/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1843.34
4279,21/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1842.05
4280,22/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1844.55
4283,25/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1856.48
4284,26/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1855.16
4285,27/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1850.1
4286,28/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1846.53
4287,29/03/19,Perth Mint Spot,Gold,AUD,Bid,High,1819.85
4290,01/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1813.36
4291,02/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1815.93
4292,03/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1826.86
4293,04/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1813.68
4294,05/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1814.29
4297,08/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1824.01
4298,09/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1819.68
4299,10/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1827.38
4300,11/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1821.96
4301,12/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1812.03
4304,15/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1795.87
4305,16/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1795.78
4306,17/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1778.05
4307,18/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1777.17
4308,19/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1780.48
4311,22/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1784.37
4312,23/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1787.14
4313,24/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1803.89
4314,25/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1817.76
4315,26/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1819.31
4318,29/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1821.49
4319,30/04/19,Perth Mint Spot,Gold,AUD,Bid,High,1818.54
4320,01/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1817.02
4321,02/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1816.63
4322,03/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1815.31
4325,06/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1838.16
4326,07/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1831.02
4327,08/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1832.81
4328,09/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1838.96
4329,10/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1836.66
4332,13/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1840.04
4333,14/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1869.55
4334,15/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1870.86
4335,16/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1872.69
4336,17/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1867.34
4339,20/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1846.92
4340,21/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1850.89
4341,22/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1849.64
4342,23/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1852.18
4343,24/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1861.19
4346,27/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1853.39
4347,28/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1853.85
4348,29/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1853.12
4349,30/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1846.03
4350,31/05/19,Perth Mint Spot,Gold,AUD,Bid,High,1868.19
4353,03/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1889.26
4354,04/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1900.73
4355,05/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1902.46
4356,06/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1911.2
4357,07/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1912.1
4360,10/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1904.92
4361,11/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1906.86
4362,12/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1920.48
4363,13/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1931.45
4364,14/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1959.46
4367,17/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1946.51
4368,18/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1964.0
4369,19/06/19,Perth Mint Spot,Gold,AUD,Bid,High,1954.05
4370,20/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2001.25
4371,21/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2029.81
4374,24/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2021.89
4375,25/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2060.21
4376,26/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2033.87
4377,27/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2015.86
4378,28/06/19,Perth Mint Spot,Gold,AUD,Bid,High,2028.2
4381,01/07/19,Perth Mint Spot,Gold,AUD,Bid,High,1986.52
4382,02/07/19,Perth Mint Spot,Gold,AUD,Bid,High,1991.1
4383,03/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2049.68
4384,04/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2013.96
4385,05/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2020.71
4388,08/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2007.51
4389,09/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2002.04
4390,10/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2011.36
4391,11/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2044.08
4392,12/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2013.6
4395,15/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2013.48
4396,16/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2007.75
4397,17/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2001.71
4398,18/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2031.09
4399,19/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2039.02
4402,22/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2024.71
4403,23/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2020.68
4404,24/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2038.75
4405,25/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2044.94
4406,26/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2043.29
4409,29/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2054.23
4410,30/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2066.1
4411,31/07/19,Perth Mint Spot,Gold,AUD,Bid,High,2079.02
4412,01/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2061.65
4413,02/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2115.33
4416,05/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2152.97
4417,06/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2175.31
4418,07/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2217.24
4419,08/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2221.99
4420,09/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2209.99
4423,12/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2217.95
4424,13/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2253.66
4425,14/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2212.82
4426,15/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2247.78
4427,16/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2250.14
4430,19/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2224.95
4431,20/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2211.6
4432,21/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2218.83
4433,22/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2214.41
4434,23/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2211.24
4437,26/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2305.84
4438,27/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2265.35
4439,28/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2282.51
4440,29/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2300.8
4441,30/08/19,Perth Mint Spot,Gold,AUD,Bid,High,2273.16
4444,02/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2269.41
4445,03/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2273.96
4446,04/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2286.34
4447,05/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2278.95
4448,06/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2224.81
4451,09/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2203.1
4452,10/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2178.71
4453,11/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2173.5
4454,12/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2181.96
4455,13/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2187.39
4458,16/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2196.26
4459,17/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2187.07
4460,18/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2193.24
4461,19/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2202.42
4462,20/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2212.44
4465,23/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2242.67
4466,24/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2243.89
4467,25/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2255.58
4468,26/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2231.43
4469,27/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2227.35
4472,30/09/19,Perth Mint Spot,Gold,AUD,Bid,High,2211.16
4473,01/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2179.24
4474,02/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2213.44
4475,03/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2233.46
4476,04/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2232.0
4479,07/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2229.3
4480,08/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2214.21
4481,09/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2237.78
4482,10/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2253.54
4483,11/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2209.42
4486,14/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2198.82
4487,15/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2204.46
4488,16/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2201.04
4489,17/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2202.52
4490,18/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2183.16
4493,21/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2174.03
4494,22/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2164.59
4495,23/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2180.2
4496,24/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2177.74
4497,25/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2202.18
4500,28/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2207.57
4501,29/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2177.96
4502,30/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2166.37
4503,31/10/19,Perth Mint Spot,Gold,AUD,Bid,High,2163.6
4504,01/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2191.98
4507,04/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2184.92
4508,05/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2186.28
4509,06/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2153.59
4510,07/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2168.04
4511,08/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2134.23
4514,11/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2132.57
4515,12/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2125.1
4516,13/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2133.04
4517,14/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2157.96
4518,15/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2163.79
4521,18/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2151.45
4522,19/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2165.06
4523,20/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2167.35
4524,21/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2168.74
4525,22/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2157.79
4528,25/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2147.34
4529,26/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2145.89
4530,27/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2149.52
4531,28/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2149.79
4532,29/11/19,Perth Mint Spot,Gold,AUD,Bid,High,2149.51
4535,02/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2156.7
4536,03/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2141.49
4537,04/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2173.12
4538,05/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2156.42
4539,06/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2156.13
4542,09/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2138.9
4543,10/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2142.0
4544,11/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2146.7
4545,12/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2142.3
4546,13/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2123.5
4549,16/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2144.72
4550,17/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2152.77
4551,18/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2155.28
4552,19/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2149.59
4553,20/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2143.73
4556,23/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2143.45
4557,24/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2150.43
4558,25/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2162.61
4559,26/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2167.75
4560,27/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2173.91
4563,30/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2164.51
4564,31/12/19,Perth Mint Spot,Gold,AUD,Bid,High,2171.94
4565,01/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2158.48
4566,02/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2168.07
4567,03/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2217.88
4570,06/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2270.92
4571,07/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2269.53
4572,08/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2345.85
4573,09/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2266.08
4574,10/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2261.2
4577,13/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2259.89
4578,14/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2238.64
4579,15/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2250.85
4580,16/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2249.91
4581,17/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2251.85
4584,20/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2266.43
4585,21/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2283.55
4586,22/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2272.94
4587,23/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2278.15
4588,24/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2279.89
4592,28/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2340.73
4593,29/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2317.3
4594,30/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2349.55
4595,31/01/20,Perth Mint Spot,Gold,AUD,Bid,High,2352.43
4598,03/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2370.82
4599,04/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2356.17
4600,05/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2311.76
4601,06/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2305.48
4602,07/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2332.55
4605,10/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2356.75
4606,11/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2346.77
4607,12/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2330.38
4608,13/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2338.69
4609,14/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2342.49
4612,17/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2351.85
4613,18/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2372.59
4614,19/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2395.58
4615,20/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2425.2
4616,21/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2473.11
4619,24/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2553.58
4620,25/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2509.0
4621,26/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2507.33
4622,27/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2517.92
4623,28/02/20,Perth Mint Spot,Gold,AUD,Bid,High,2510.85
4626,02/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2457.97
4627,03/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2448.57
4628,04/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2494.93
4629,05/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2473.31
4630,06/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2542.06
4633,09/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2640.49
4634,10/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2538.25
4635,11/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2556.99
4636,12/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2548.1
4637,13/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2528.77
4640,16/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2517.5
4641,17/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2475.43
4642,18/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2561.74
4643,19/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2689.95
4644,20/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2582.78
4647,23/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2605.19
4648,24/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2672.9
4649,25/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2721.78
4650,26/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2722.88
4651,27/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2686.16
4654,30/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2636.71
4655,31/03/20,Perth Mint Spot,Gold,AUD,Bid,High,2619.63
4659,04/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1498.1
4660,05/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1509.43
4661,06/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1540.49
4662,07/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1577.89
4663,08/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1595.02
4666,11/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1605.53
4667,12/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1593.1
4668,13/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1569.4
4669,14/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1593.54
4670,15/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1577.8
4673,18/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1603.4
4674,19/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1602.6
4675,20/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1612.12
4676,21/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1614.44
4677,22/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1586.13
4680,25/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1596.93
4682,27/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1614.08
4683,28/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1614.43
4684,29/01/16,Perth Mint Spot,Gold,AUD,Ask,High,1586.09
4687,01/02/16,Perth Mint Spot,Gold,AUD,Ask,High,1601.95
4688,02/02/16,Perth Mint Spot,Gold,AUD,Ask,High,1609.3
4689,03/02/16,Perth Mint Spot,Gold,AUD,Ask,High,1620.2
4690,04/02/16,Perth Mint Spot,Gold,AUD,Ask,High,1607.15
