,Date,market,metal,currency,type,summary,price
10354,08/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1220.41
10355,09/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1215.16
10358,12/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1202.55
10359,13/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1197.68
10360,14/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1198.01
10361,15/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1205.61
10362,16/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1210.59
10365,19/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1215.86
10366,20/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1219.25
10367,21/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1217.46
10368,22/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1222.71
10369,23/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1219.35
10372,26/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1219.69
10373,27/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1217.61
10374,28/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1210.01
10375,29/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1217.92
10376,30/11/18,Perth Mint Spot,Gold,USD,Bid,Low,1220.63
10379,03/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1219.62
10380,04/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1227.89
10381,05/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1231.66
10382,06/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1232.11
10383,07/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1234.61
10386,10/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1243.82
10387,11/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1241.43
10388,12/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1239.81
10389,13/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1241.61
10390,14/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1235.5
10393,17/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1234.0
10394,18/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1241.85
10395,19/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1246.56
10396,20/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1240.23
10397,21/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1256.21
10400,24/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1256.35
10401,25/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1265.99
10402,26/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1264.31
10403,27/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1263.66
10404,28/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1272.16
10407,31/12/18,Perth Mint Spot,Gold,USD,Bid,Low,1274.76
10408,01/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.67
10409,02/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1276.71
10410,03/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1281.27
10411,04/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1289.71
10414,07/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1281.9
10415,08/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1280.21
10416,09/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.51
10417,10/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1290.28
10418,11/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1284.0
10421,14/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1285.21
10422,15/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1286.45
10423,16/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1286.34
10424,17/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1288.96
10425,18/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1285.81
10428,21/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1276.7
10429,22/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1274.81
10430,23/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1280.9
10431,24/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1276.01
10432,25/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1277.57
10435,28/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1300.64
10436,29/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1300.8
10437,30/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1308.2
10438,31/01/19,Perth Mint Spot,Gold,USD,Bid,Low,1315.56
10439,01/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1314.65
10442,04/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1309.54
10443,05/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1308.91
10444,06/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1310.51
10445,07/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1300.64
10446,08/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1305.81
10449,11/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1306.66
10450,12/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1304.32
10451,13/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1307.58
10452,14/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1302.89
10453,15/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1309.34
10456,18/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1318.63
10457,19/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1320.51
10458,20/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1336.71
10459,21/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1333.42
10460,22/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1320.78
10463,25/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1325.14
10464,26/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1322.36
10465,27/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1324.08
10466,28/02/19,Perth Mint Spot,Gold,USD,Bid,Low,1315.71
10467,01/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1304.69
10470,04/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1284.45
10471,05/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1282.32
10472,06/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1284.13
10473,07/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.45
10474,08/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1283.07
10477,11/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1293.41
10478,12/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1289.96
10479,13/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1298.31
10480,14/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1299.12
10481,15/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1292.27
10484,18/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1296.01
10485,19/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1300.71
10486,20/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1299.7
10487,21/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1311.36
10488,22/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1305.62
10491,25/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1308.81
10492,26/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1313.2
10493,27/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1311.36
10494,28/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1305.12
10495,29/03/19,Perth Mint Spot,Gold,USD,Bid,Low,1284.66
10498,01/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1286.48
10499,02/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1283.48
10500,03/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1288.63
10501,04/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1287.54
10502,05/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1284.77
10505,08/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1289.2
10506,09/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1295.21
10507,10/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1299.64
10508,11/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1302.0
10509,12/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1289.4
10512,15/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1283.41
10513,16/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1281.63
10514,17/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1273.6
10515,18/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1269.08
10516,19/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1272.51
10519,22/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1276.0
10520,23/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1270.0
10521,24/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1266.58
10522,25/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1271.96
10523,26/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1275.31
10526,29/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1278.68
10527,30/04/19,Perth Mint Spot,Gold,USD,Bid,Low,1277.66
10528,01/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1275.89
10529,02/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1268.25
10530,03/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1267.87
10533,06/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.1
10534,07/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1277.58
10535,08/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1281.85
10536,09/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1277.5
10537,10/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1280.81
10540,13/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.65
10541,14/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1295.76
10542,15/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1291.08
10543,16/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1292.78
10544,17/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1283.09
10547,20/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1272.52
10548,21/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1271.45
10549,22/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1270.57
10550,23/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1269.75
10551,24/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.31
10554,27/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1282.08
10555,28/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1279.65
10556,29/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1276.77
10557,30/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1273.15
10558,31/05/19,Perth Mint Spot,Gold,USD,Bid,Low,1285.5
10561,03/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1306.09
10562,04/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1319.95
10563,05/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1322.78
10564,06/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1326.37
10565,07/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1328.81
10568,10/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1323.01
10569,11/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1318.65
10570,12/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1323.69
10571,13/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1330.12
10572,14/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1340.95
10575,17/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1331.73
10576,18/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1336.63
10577,19/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1339.1
10578,20/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1355.43
10579,21/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1381.43
10582,24/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1399.84
10583,25/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1420.1
10584,26/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1402.59
10585,27/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1399.4
10586,28/06/19,Perth Mint Spot,Gold,USD,Bid,Low,1405.93
10589,01/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1380.1
10590,02/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1382.73
10591,03/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1419.89
10592,04/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1408.46
10593,05/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1410.86
10596,08/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1393.21
10597,09/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1384.64
10598,10/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1388.33
10599,11/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1417.65
10600,12/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1401.3
10603,15/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1408.06
10604,16/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1410.47
10605,17/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1399.7
10606,18/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1417.42
10607,19/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1436.12
10610,22/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1421.94
10611,23/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1413.01
10612,24/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1414.26
10613,25/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1419.59
10614,26/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1412.29
10617,29/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1415.8
10618,30/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1420.44
10619,31/07/19,Perth Mint Spot,Gold,USD,Bid,Low,1425.34
10620,01/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1401.84
10621,02/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1428.45
10624,05/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1436.17
10625,06/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1458.4
10626,07/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1470.72
10627,08/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1492.25
10628,09/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1499.21
10631,12/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1485.76
10632,13/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1508.24
10633,14/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1492.87
10634,15/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1509.51
10635,16/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1508.3
10638,19/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1497.9
10639,20/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1491.7
10640,21/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1494.52
10641,22/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1495.9
10642,23/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1492.01
10645,26/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1524.5
10646,27/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1524.59
10647,28/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1530.31
10648,29/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1535.63
10649,30/08/19,Perth Mint Spot,Gold,USD,Bid,Low,1520.41
10652,02/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1518.4
10653,03/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1519.97
10654,04/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1533.6
10655,05/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1539.49
10656,06/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1503.65
10659,09/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1502.41
10660,10/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1485.0
10661,11/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1484.25
10662,12/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1487.55
10663,13/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1493.4
10666,16/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1499.85
10667,17/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1491.7
10668,18/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1498.4
10669,19/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1487.36
10670,20/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1495.49
10673,23/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1511.39
10674,24/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1517.6
10675,25/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1525.7
10676,26/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1502.26
10677,27/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1494.28
10680,30/09/19,Perth Mint Spot,Gold,USD,Bid,Low,1484.69
10681,01/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1458.93
10682,02/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1473.71
10683,03/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1495.33
10684,04/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1504.25
10687,07/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1498.0
10688,08/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1485.51
10689,09/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1501.8
10690,10/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1503.6
10691,11/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1489.0
10694,14/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1481.8
10695,15/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1487.9
10696,16/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1478.2
10697,17/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1484.86
10698,18/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1484.72
10701,21/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1485.8
10702,22/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1480.6
10703,23/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1485.3
10704,24/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1486.19
10705,25/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1498.85
10708,28/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1501.31
10709,29/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1488.94
10710,30/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1484.67
10711,31/10/19,Perth Mint Spot,Gold,USD,Bid,Low,1492.61
10712,01/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1507.07
10715,04/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1507.01
10716,05/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1501.82
10717,06/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1480.3
10718,07/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1483.4
10719,08/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1465.02
10722,11/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1455.91
10723,12/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1448.68
10724,13/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1453.49
10725,14/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1459.2
10726,15/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1461.51
10729,18/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1457.42
10730,19/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1465.47
10731,20/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1470.0
10732,21/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1467.79
10733,22/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1461.01
10736,25/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1455.44
10737,26/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1449.81
10738,27/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1455.74
10739,28/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1451.6
10740,29/11/19,Perth Mint Spot,Gold,USD,Bid,Low,1453.1
10743,02/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1452.27
10744,03/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1458.44
10745,04/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1473.6
10746,05/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1471.81
10747,06/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1469.87
10750,09/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1456.6
10751,10/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1457.2
10752,11/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1460.49
10753,12/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1470.12
10754,13/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1462.47
10757,16/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1471.56
10758,17/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1472.31
10759,18/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1473.03
10760,19/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1471.5
10761,20/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1475.14
10764,23/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1475.8
10765,24/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1482.31
10766,25/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1495.85
10767,26/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1495.48
10768,27/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1505.8
10771,30/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1510.04
10772,31/12/19,Perth Mint Spot,Gold,USD,Bid,Low,1512.1
10773,01/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1514.39
10774,02/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1514.39
10775,03/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1526.39
10778,06/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1566.92
10779,07/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1554.35
10780,08/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1571.55
10781,09/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1539.11
10782,10/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1543.66
10785,13/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1547.74
10786,14/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1534.9
10787,15/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1543.56
10788,16/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1548.98
10789,17/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1547.21
10792,20/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1554.28
10793,21/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1551.61
10794,22/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1548.09
10795,23/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1551.56
10796,24/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1555.5
10800,28/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1574.38
10801,29/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1560.98
10802,30/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1573.81
10803,31/01/20,Perth Mint Spot,Gold,USD,Bid,Low,1569.04
10806,03/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1572.84
10807,04/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1564.44
10808,05/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1549.8
10809,06/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1550.57
10810,07/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1561.52
10813,10/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1567.01
10814,11/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1564.43
10815,12/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1559.31
10816,13/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1563.1
10817,14/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1571.59
10820,17/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1577.48
10821,18/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1578.3
10822,19/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1598.16
10823,20/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1603.8
10824,21/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1616.16
10827,24/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1637.71
10828,25/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1634.2
10829,26/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1632.05
10830,27/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1637.68
10831,28/02/20,Perth Mint Spot,Gold,USD,Bid,Low,1625.0
10834,02/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1581.05
10835,03/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1586.94
10836,04/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1633.34
10837,05/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1633.97
10838,06/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1666.21
10841,09/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1659.6
10842,10/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1648.6
10843,11/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1649.58
10844,12/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1631.21
10845,13/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1552.22
10848,16/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1528.94
10849,17/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1479.8
10850,18/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1491.15
10851,19/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1466.05
10852,20/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1464.95
10855,23/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1484.28
10856,24/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1559.68
10857,25/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1593.82
10858,26/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1593.17
10859,27/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1608.28
10862,30/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1605.17
10863,31/03/20,Perth Mint Spot,Gold,USD,Bid,Low,1604.56
10867,04/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1068.74
10868,05/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1081.7
10869,06/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1083.55
10870,07/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1100.1
